free_text,sentiment_free_text,sentiment_score_free_text,free_text_len,rating_score,feedback_labels,emotion_free_text,label,abs_sentiment
I went for a flu jab It was all very efficient and professional,positive,0.8830795288085938,13.0,5.0,Vaccinations,admiration,0,0.8830795288085938
The doctor was very listening very carefully to what I was saying I trying to cope with my low mood at work my niece with stage 5,positive,0.4797371625900268,27.0,5.0,Patient Respect,neutral,0,0.4797371625900268
The CHelsea Practice stands out for the professionalism helpfulness and courtesy of all who work there A first class operation,positive,0.9285781383514404,22.0,5.0,Staff Professionalism,admiration,0,0.9285781383514404
I went to the surgery flu and COVID vaccines the staff were very helpful and I was seen within minutes of the appointment time,positive,0.9074081182479858,24.0,5.0,Vaccinations,approval,0,0.9074081182479858
All the staff are very good and always helpful,positive,0.974997103214264,9.0,5.0,Staff Professionalism,admiration,0,0.974997103214264
All my questions were answered and it didn t take too long,positive,0.8671066164970398,11.0,5.0,Follow-up and Continuity of Care,neutral,0,0.8671066164970398
Appointment time met didn t feel rushed,neutral,0.6401225924491882,7.0,4.0,Appointment Availability,neutral,0,0.6401225924491882
Seen more or less on time,neutral,0.7596413493156433,6.0,5.0,Patient Respect,neutral,0,0.7596413493156433
Because it was very straight forward and quick I didn t need to wait too long,positive,0.729865312576294,15.0,5.0,Accessibility and Convenience,neutral,0,0.729865312576294
All the the person were amiable,positive,0.5032432675361633,6.0,4.0,Patient Respect,neutral,0,0.5032432675361633
The patient Knows his her body better than the practitioner as such if You are not always needing help from the practice when You do so the must be a reason It would be helpful for the nurse Doctor to read Your Notes before You are called into their room so that they can understand and not assume they know why You have an appointment to see them I think the Question should be How Can We Help You Today Rather than I know what You have Come to see me for Today What they Think is Priority May not be the Patients Problem,neutral,0.7959792017936707,101.0,3.0,Patient Respect,neutral,0,0.7959792017936707
Because everyone was welcoming and nurse PERSON really brilliant at giving me the flu jab,positive,0.9464468359947203,15.0,5.0,Vaccinations,admiration,0,0.9464468359947203
I was having stitches removed y practice nurse She spotted infection and found doctor to have a look I didn t have to wait long,neutral,0.6904013156890869,24.0,5.0,Staff Professionalism,neutral,0,0.6904013156890869
Reaching you can be difficult Somtimes the phone is answered quite quickly other times a long wait I am registered on Patchs but cannot make the syzstem work,negative,0.6359593868255615,28.0,3.0,Waiting Time,neutral,0,-0.6359593868255615
Appointment time was suitable with no waiting time,positive,0.7318781614303589,8.0,4.0,Appointment Availability,neutral,0,0.7318781614303589
Phone always answered promptly and helpful knowledgeable reception staff,positive,0.9528332948684692,9.0,5.0,Reception Staff Interaction,neutral,0,0.9528332948684692
Everyone was so nice and caring,positive,0.9544889330863952,6.0,5.0,Staff Empathy and Compassion,admiration,0,0.9544889330863952
I have been with Kensington medical center since 2003 I had bad and good experience there On 2017 when I had essure implant fitted and since then I been complaining the side affects the implant has caused me Most of the doctors where not very nice to me they never took it serious I been told my mental health its what causing me the pain That has increased my anxiety panic attacks,negative,0.9040558934211732,72.0,4.0,Mental Health Support,nervousness,0,-0.9040558934211732
Continually efficient friendly care from reception medical staff,positive,0.9452844262123108,10.0,5.0,Reception Staff Interaction,neutral,0,0.9452844262123108
Excellent doctors Efficient use of time but do not make the patient feel rushed,positive,0.7910895943641663,14.0,4.0,Staff Professionalism,admiration,0,0.7910895943641663
They were good but was late with there reply,positive,0.4323622584342956,9.0,4.0,Follow-up and Continuity of Care,admiration,0,0.4323622584342956
After having blood tests done one never get to hear the results One assumes No News is Good News Is that good enough practice,negative,0.6747714281082153,27.0,3.0,Test Results,neutral,0,-0.6747714281082153
Excellent service and care about patients I truly feel looked after,positive,0.9621682167053224,11.0,5.0,Patient Respect,admiration,0,0.9621682167053224
Friendly caring and helpful staff at reception area Re GPs I have seen I have been treated with respect and listened to in a calm friendly manner which is so important for any patient,positive,0.9511820077896118,33.0,5.0,Staff Empathy and Compassion,approval,0,0.9511820077896118
Very efficient and very helpful staff,positive,0.9660695791244508,6.0,5.0,Staff Professionalism,admiration,0,0.9660695791244508
My feet were looked at and manipulated in a thorough manner in a professional and pleasant manner I felt listened to,positive,0.8133198022842407,21.0,5.0,Patient Respect,neutral,0,0.8133198022842407
Because there were two refferals for stool test They both were positive but there is a chance that not cancer but helicobacter has caused the blood in the stool I would be even more worried without that knowledge,negative,0.5307547450065613,38.0,5.0,Test Results,nervousness,0,-0.5307547450065613
Staff were very nice and extremely helpful and efficient,positive,0.9708753824234008,9.0,5.0,Staff Professionalism,admiration,0,0.9708753824234008
I got an appointment fairly quickly,positive,0.8626777529716492,6.0,5.0,Appointment Availability,neutral,0,0.8626777529716492
Everyone was polite and the appointment was efficient,positive,0.9313026666641236,8.0,5.0,Appointment Availability,approval,0,0.9313026666641236
Follow up to scary A E experience and very safe and calm difficult examination,positive,0.7223941087722778,13.0,5.0,Follow-up and Continuity of Care,neutral,0,0.7223941087722778
Fast and efficient flu jab On time,positive,0.8387640118598938,7.0,5.0,Vaccinations,neutral,0,0.8387640118598938
Receptionist was very good and the doctor was very good as well,positive,0.9819893836975098,12.0,5.0,Reception Staff Interaction,admiration,0,0.9819893836975098
Super helpful staff Sometimes given I don t have the same GP I feel like if I wasn t on top on my own health things can get missed reason for good and not very good,negative,0.4065258800983429,34.0,4.0,Staff Professionalism,admiration,0,-0.4065258800983429
Dr PERSON is great Good welcome at reception,positive,0.9733154773712158,8.0,5.0,Patient Respect,admiration,0,0.9733154773712158
Dr PERSON prompt focussed remembers previous details she is positive upbeat with good suggestions yet warm and friendly,positive,0.8911793828010559,19.0,5.0,Staff Empathy and Compassion,approval,0,0.8911793828010559
Friendly technician Came away feeling good,positive,0.9434347748756408,6.0,5.0,Patient Respect,joy,0,0.9434347748756408
Dr PERSON is efficient effective thinks her way around a problem and is a credit to the practice,positive,0.8709120154380798,18.0,5.0,Patient Respect,admiration,0,0.8709120154380798
Dr PERSON provided me with ongoing excellent care during a complex COVID case and a wellbeing matter He is always kind considerate and engaged I have huge respect for him as a Dr and the surgery as a whole,positive,0.9541648626327516,39.0,5.0,Patient Respect,admiration,0,0.9541648626327516
The doctor PERSON was very polite and she helped about my medication tests,positive,0.8614628911018372,14.0,5.0,Patient Respect,neutral,0,0.8614628911018372
I contacted my surgery gave some details and the duty doctor called me within the hour After explaining my concerns and the pain I had the doctor studied my medical notes and discussed the best treatment for me The prescription was sent electronically to my local Boots within the hour This excellence is reassuring to an elderly patient living alone Thank you,positive,0.6218118071556091,62.0,5.0,Follow-up and Continuity of Care,gratitude,0,0.6218118071556091
Prescription wasn t filled for a week and when I asked was told we aren t in the system Then they took our details and found us in the system within 30 seconds so it felt like a very silly mistake to make and have us go a week longer without the medication,negative,0.8549438118934631,51.0,2.0,Prescriptions and Medication Management,annoyance,0,-0.8549438118934631
I was treated almost immediately for a painful uti,negative,0.6339295506477356,9.0,4.0,Treatment Quality,neutral,0,-0.6339295506477356
The doctor PERSON was listening understanding and I feel at eas talking with him about my concerns,positive,0.7920546531677246,17.0,5.0,Staff Empathy and Compassion,neutral,0,0.7920546531677246
Was treated almost immediately for a painful uti,negative,0.6286149621009827,8.0,4.0,Treatment Quality,neutral,0,-0.6286149621009827
I received all the attention I expected,positive,0.5775849223136902,7.0,5.0,Patient Respect,approval,0,0.5775849223136902
I was very satisfied with the way the whole thing went smoothly,positive,0.9611552953720092,12.0,5.0,Follow-up and Continuity of Care,joy,0,0.9611552953720092
Dr PERSON did his utmost to help me,positive,0.7794907093048096,8.0,5.0,Patient Respect,caring,0,0.7794907093048096
